Season,Scenario,Team,Matches To 50% Mark,Games In Progression,Outcome,Profit/Loss (Units),Max Capital Needed (Units)
2019-2020,Lowest Draw %,Udinese,19,4,Win,2.0,3
2019-2020,Longest Unbeaten Streak,Lazio,19,1,Win,2.0,1
2019-2020,Longest Unbeaten Streak,Inter,19,1,Win,2.0,1
2019-2020,Longest Unbeaten Streak,Juventus,19,13,Win,90.0,233
2019-2020,Highest Loss %,Spal,19,10,Win,22.0,55
2019-2020,Highest Loss %,Brescia,19,1,Win,2.0,1
2019-2020,Highest Loss %,Genoa,19,2,Win,1.0,1
2019-2020,Highest Win %,Juventus,19,13,Win,90.0,233
2019-2020,Highest Win %,Lazio,19,1,Win,2.0,1
2019-2020,Highest Win %,Inter,19,1,Win,2.0,1
2018-2019,Lowest Draw %,Juventus,19,3,Win,2.0,2
2018-2019,Lowest Draw %,Napoli,19,2,Win,1.0,1
2018-2019,Lowest Draw %,Inter,19,1,Win,2.0,1
2018-2019,Longest Unbeaten Streak,Juventus,19,3,Win,2.0,2
2018-2019,Longest Unbeaten Streak,Inter,19,1,Win,2.0,1
2018-2019,Longest Unbeaten Streak,Udinese,19,3,Win,2.0,2
2018-2019,Highest Loss %,Frosinone,19,7,Win,6.0,13
2018-2019,Highest Loss %,Empoli,19,1,Win,2.0,1
2018-2019,Highest Loss %,Chievo,19,3,Win,2.0,2
2018-2019,Highest Win %,Juventus,19,3,Win,2.0,2
2018-2019,Highest Win %,Napoli,19,2,Win,1.0,1
2018-2019,Highest Win %,Inter,19,1,Win,2.0,1
2017-2018,Lowest Draw %,Benevento,19,13,Win,90.0,233
2017-2018,Lowest Draw %,Udinese,19,1,Win,2.0,1
2017-2018,Lowest Draw %,Cagliari,19,3,Win,2.0,2
2017-2018,Longest Unbeaten Streak,Fiorentina,19,1,Win,2.0,1
2017-2018,Longest Unbeaten Streak,Juventus,19,10,Win,22.0,55
2017-2018,Longest Unbeaten Streak,Udinese,19,1,Win,2.0,1
2017-2018,Highest Loss %,Benevento,19,13,Win,90.0,233
2017-2018,Highest Loss %,Verona,19,19,Loss,-10945.0,4181
2017-2018,Highest Loss %,Crotone,19,3,Win,2.0,2
2017-2018,Highest Win %,Juventus,19,10,Win,22.0,55
2017-2018,Highest Win %,Napoli,19,9,Win,14.0,34
2017-2018,Highest Win %,Inter,19,1,Win,2.0,1
2016-2017,Lowest Draw %,Juventus,19,8,Win,9.0,21
2016-2017,Lowest Draw %,Roma,19,13,Win,90.0,233
2016-2017,Lowest Draw %,Cagliari,19,3,Win,2.0,2
2016-2017,Longest Unbeaten Streak,Napoli,19,3,Win,2.0,2
2016-2017,Longest Unbeaten Streak,Inter,19,10,Win,22.0,55
2016-2017,Longest Unbeaten Streak,Milan,19,5,Win,3.0,5
2016-2017,Highest Loss %,Crotone,19,1,Win,2.0,1
2016-2017,Highest Loss %,Palermo,19,3,Win,2.0,2
2016-2017,Highest Loss %,Pescara,19,11,Win,35.0,89
2016-2017,Highest Win %,Juventus,19,8,Win,9.0,21
2016-2017,Highest Win %,Roma,19,13,Win,90.0,233
2016-2017,Highest Win %,Napoli,19,3,Win,2.0,2
2015-2016,Lowest Draw %,Bologna,19,1,Win,2.0,1
2015-2016,Lowest Draw %,Fiorentina,19,3,Win,2.0,2
2015-2016,Lowest Draw %,Empoli,19,1,Win,2.0,1
2015-2016,Longest Unbeaten Streak,Juventus,19,7,Win,6.0,13
2015-2016,Longest Unbeaten Streak,Roma,19,1,Win,2.0,1
2015-2016,Longest Unbeaten Streak,Napoli,19,7,Win,6.0,13
2015-2016,Highest Loss %,Frosinone,19,2,Win,1.0,1
2015-2016,Highest Loss %,Bologna,19,1,Win,2.0,1
2015-2016,Highest Loss %,Carpi,19,2,Win,1.0,1
2015-2016,Highest Win %,Juventus,19,7,Win,6.0,13
2015-2016,Highest Win %,Napoli,19,7,Win,6.0,13
2015-2016,Highest Win %,Inter,19,1,Win,2.0,1
2014-2015,Lowest Draw %,Parma,19,4,Win,2.0,3
2014-2015,Lowest Draw %,Juventus,19,2,Win,1.0,1
2014-2015,Lowest Draw %,Lazio,19,13,Win,90.0,233
2014-2015,Longest Unbeaten Streak,Juventus,19,2,Win,1.0,1
2014-2015,Longest Unbeaten Streak,Roma,19,1,Win,2.0,1
2014-2015,Longest Unbeaten Streak,Torino,19,4,Win,2.0,3
2014-2015,Highest Loss %,Parma,19,4,Win,2.0,3
2014-2015,Highest Loss %,Cesena,19,4,Win,2.0,3
2014-2015,Highest Loss %,Chievo,19,6,Win,4.0,8
2014-2015,Highest Win %,Juventus,19,2,Win,1.0,1
2014-2015,Highest Win %,Roma,19,1,Win,2.0,1
2014-2015,Highest Win %,Napoli,19,7,Win,6.0,13
2013-2014,Lowest Draw %,Juventus,19,2,Win,1.0,1
2013-2014,Lowest Draw %,Verona,19,4,Win,2.0,3
2013-2014,Lowest Draw %,Udinese,19,5,Win,3.0,5
2013-2014,Longest Unbeaten Streak,Juventus,19,2,Win,1.0,1
2013-2014,Longest Unbeaten Streak,Parma,19,3,Win,2.0,2
2013-2014,Longest Unbeaten Streak,Napoli,19,1,Win,2.0,1
2013-2014,Highest Loss %,Catania,19,2,Win,1.0,1
2013-2014,Highest Loss %,Livorno,19,3,Win,2.0,2
2013-2014,Highest Loss %,Udinese,19,5,Win,3.0,5
2013-2014,Highest Win %,Juventus,19,2,Win,1.0,1
2013-2014,Highest Win %,Roma,19,3,Win,2.0,2
2013-2014,Highest Win %,Napoli,19,1,Win,2.0,1
2012-2013,Lowest Draw %,Juventus,19,1,Win,2.0,1
2012-2013,Lowest Draw %,Inter,19,2,Win,1.0,1
2012-2013,Lowest Draw %,Pescara,19,5,Win,3.0,5
2012-2013,Longest Unbeaten Streak,Lazio,19,2,Win,1.0,1
2012-2013,Longest Unbeaten Streak,Udinese,19,7,Win,6.0,13
2012-2013,Longest Unbeaten Streak,Torino,19,3,Win,2.0,2
2012-2013,Highest Loss %,Cagliari,19,2,Win,1.0,1
2012-2013,Highest Loss %,Bologna,19,3,Win,2.0,2
2012-2013,Highest Loss %,Pescara,19,5,Win,3.0,5
2012-2013,Highest Win %,Juventus,19,1,Win,2.0,1
2012-2013,Highest Win %,Napoli,19,2,Win,1.0,1
2012-2013,Highest Win %,Lazio,19,2,Win,1.0,1
2011-2012,Lowest Draw %,Inter,19,2,Win,1.0,1
2011-2012,Lowest Draw %,Cesena,19,2,Win,1.0,1
2011-2012,Lowest Draw %,Palermo,19,2,Win,1.0,1
2011-2012,Longest Unbeaten Streak,Juventus,19,2,Win,1.0,1
2011-2012,Longest Unbeaten Streak,Inter,19,2,Win,1.0,1
2011-2012,Longest Unbeaten Streak,Roma,19,3,Win,2.0,2
2011-2012,Highest Loss %,Cesena,19,2,Win,1.0,1
2011-2012,Highest Loss %,Lecce,19,3,Win,2.0,2
2011-2012,Highest Loss %,Novara,19,3,Win,2.0,2
2011-2012,Highest Win %,Milan,19,3,Win,2.0,2
2011-2012,Highest Win %,Juventus,19,2,Win,1.0,1
2011-2012,Highest Win %,Inter,19,2,Win,1.0,1
2010-2011,Lowest Draw %,Udinese,19,4,Win,2.0,3
2010-2011,Lowest Draw %,Brescia,19,4,Win,2.0,3
2010-2011,Lowest Draw %,Lecce,19,1,Win,2.0,1
2010-2011,Longest Unbeaten Streak,Palermo,19,13,Win,90.0,233
2010-2011,Longest Unbeaten Streak,Inter,19,10,Win,22.0,55
2010-2011,Longest Unbeaten Streak,Bologna,19,3,Win,2.0,2
2010-2011,Highest Loss %,Brescia,19,4,Win,2.0,3
2010-2011,Highest Loss %,Bari,19,6,Win,4.0,8
2010-2011,Highest Loss %,Lecce,19,1,Win,2.0,1
2010-2011,Highest Win %,Milan,19,1,Win,2.0,1
2010-2011,Highest Win %,Napoli,19,1,Win,2.0,1
2010-2011,Highest Win %,Inter,19,10,Win,22.0,55
2009-2010,Lowest Draw %,Fiorentina,19,2,Win,1.0,1
2009-2010,Lowest Draw %,Siena,19,2,Win,1.0,1
2009-2010,Lowest Draw %,Livorno,19,3,Win,2.0,2
2009-2010,Longest Unbeaten Streak,Napoli,19,1,Win,2.0,1
2009-2010,Longest Unbeaten Streak,Roma,19,7,Win,6.0,13
2009-2010,Longest Unbeaten Streak,Palermo,19,1,Win,2.0,1
2009-2010,Highest Loss %,Siena,19,2,Win,1.0,1
2009-2010,Highest Loss %,Atalanta,19,1,Win,2.0,1
2009-2010,Highest Loss %,Livorno,19,3,Win,2.0,2
2009-2010,Highest Win %,Inter,19,1,Win,2.0,1
2009-2010,Highest Win %,Milan,19,2,Win,1.0,1
2009-2010,Highest Win %,Juventus,19,3,Win,2.0,2
2008-2009,Lowest Draw %,Palermo,19,5,Win,3.0,5
2008-2009,Lowest Draw %,Fiorentina,19,5,Win,3.0,5
2008-2009,Lowest Draw %,Atalanta,19,10,Win,22.0,55
2008-2009,Longest Unbeaten Streak,Bologna,19,5,Win,3.0,5
2008-2009,Longest Unbeaten Streak,Genoa,19,1,Win,2.0,1
2008-2009,Longest Unbeaten Streak,Juventus,19,5,Win,3.0,5
2008-2009,Highest Loss %,Reggina,19,2,Win,1.0,1
2008-2009,Highest Loss %,Torino,19,1,Win,2.0,1
2008-2009,Highest Loss %,Chievo,19,2,Win,1.0,1
2008-2009,Highest Win %,Inter,19,3,Win,2.0,2
2008-2009,Highest Win %,Juventus,19,5,Win,3.0,5
2008-2009,Highest Win %,Milan,19,2,Win,1.0,1
2007-2008,Lowest Draw %,Inter,19,1,Win,2.0,1
2007-2008,Lowest Draw %,Sampdoria,19,5,Win,3.0,5
2007-2008,Lowest Draw %,Cagliari,19,2,Win,1.0,1
2007-2008,Longest Unbeaten Streak,Inter,19,1,Win,2.0,1
2007-2008,Longest Unbeaten Streak,Roma,19,6,Win,4.0,8
2007-2008,Longest Unbeaten Streak,Juventus,19,2,Win,1.0,1
2007-2008,Highest Loss %,Cagliari,19,2,Win,1.0,1
2007-2008,Highest Loss %,Parma,19,1,Win,2.0,1
2007-2008,Highest Loss %,Empoli,19,10,Win,22.0,55
2007-2008,Highest Win %,Inter,19,1,Win,2.0,1
2007-2008,Highest Win %,Roma,19,6,Win,4.0,8
2007-2008,Highest Win %,Juventus,19,2,Win,1.0,1
2006-2007,Lowest Draw %,Palermo,19,1,Win,2.0,1
2006-2007,Lowest Draw %,Inter,19,6,Win,4.0,8
2006-2007,Lowest Draw %,Roma,19,1,Win,2.0,1
2006-2007,Longest Unbeaten Streak,Inter,19,6,Win,4.0,8
2006-2007,Longest Unbeaten Streak,Fiorentina,19,6,Win,4.0,8
2006-2007,Longest Unbeaten Streak,Milan,19,1,Win,2.0,1
2006-2007,Highest Loss %,Ascoli,19,4,Win,2.0,3
2006-2007,Highest Loss %,Parma,19,5,Win,3.0,5
2006-2007,Highest Loss %,Chievo,19,2,Win,1.0,1
2006-2007,Highest Win %,Inter,19,6,Win,4.0,8
2006-2007,Highest Win %,Roma,19,1,Win,2.0,1
2006-2007,Highest Win %,Palermo,19,1,Win,2.0,1
2005-2006,Lowest Draw %,Milan,19,3,Win,2.0,2
2005-2006,Lowest Draw %,Juventus,19,1,Win,2.0,1
2005-2006,Lowest Draw %,Inter,19,7,Win,6.0,13
2005-2006,Longest Unbeaten Streak,Inter,19,7,Win,6.0,13
2005-2006,Longest Unbeaten Streak,Juventus,19,1,Win,2.0,1
2005-2006,Longest Unbeaten Streak,Fiorentina,19,3,Win,2.0,2
2005-2006,Highest Loss %,Lecce,19,1,Win,2.0,1
2005-2006,Highest Loss %,Treviso,19,2,Win,1.0,1
2005-2006,Highest Loss %,Empoli,19,1,Win,2.0,1
2005-2006,Highest Win %,Juventus,19,1,Win,2.0,1
2005-2006,Highest Win %,Milan,19,3,Win,2.0,2
2005-2006,Highest Win %,Inter,19,7,Win,6.0,13
2002-2003,Lowest Draw %,Modena,17,3,Win,2.0,2
2002-2003,Lowest Draw %,Chievo,17,2,Win,1.0,1
2002-2003,Lowest Draw %,Milan,17,4,Win,2.0,3
2002-2003,Longest Unbeaten Streak,Lazio,17,2,Win,1.0,1
2002-2003,Longest Unbeaten Streak,Milan,17,4,Win,2.0,3
2002-2003,Longest Unbeaten Streak,Brescia,17,1,Win,2.0,1
2002-2003,Highest Loss %,Torino,17,1,Win,2.0,1
2002-2003,Highest Loss %,Como,17,2,Win,1.0,1
2002-2003,Highest Loss %,Piacenza,17,10,Win,22.0,55
2002-2003,Highest Win %,Milan,17,4,Win,2.0,3
2002-2003,Highest Win %,Inter,17,10,Win,22.0,55
2002-2003,Highest Win %,Chievo,17,2,Win,1.0,1
2001-2002,Lowest Draw %,Fiorentina,17,1,Win,2.0,1
2001-2002,Lowest Draw %,Bologna,17,1,Win,2.0,1
2001-2002,Lowest Draw %,Chievo,17,4,Win,2.0,3
2001-2002,Longest Unbeaten Streak,Roma,17,2,Win,1.0,1
2001-2002,Longest Unbeaten Streak,Juventus,17,5,Win,3.0,5
2001-2002,Longest Unbeaten Streak,Perugia,17,4,Win,2.0,3
2001-2002,Highest Loss %,Venezia,17,3,Win,2.0,2
2001-2002,Highest Loss %,Fiorentina,17,1,Win,2.0,1
2001-2002,Highest Loss %,Piacenza,17,2,Win,1.0,1
2001-2002,Highest Win %,Inter,17,3,Win,2.0,2
2001-2002,Highest Win %,Chievo,17,4,Win,2.0,3
2001-2002,Highest Win %,Roma,17,2,Win,1.0,1
